"comparison","ensembl_id","gene_symbol"
"4dpa_vs_0dpa","ENSDARG00000073905","vwa5a"
"4dpa_vs_0dpa","ENSDARG00000073910","cinp"
"4dpa_vs_0dpa","ENSDARG00000073918","rnf41l"
"4dpa_vs_0dpa","ENSDARG00000073944","zfhx3a"
"4dpa_vs_0dpa","ENSDARG00000073952","slc4a7"
"4dpa_vs_0dpa","ENSDARG00000073957","tox3"
"4dpa_vs_0dpa","ENSDARG00000073978","crabp2a"
"4dpa_vs_0dpa","ENSDARG00000073988","mntb"
"4dpa_vs_0dpa","ENSDARG00000074012","h1l1"
"4dpa_vs_0dpa","ENSDARG00000074017","usp31"
"4dpa_vs_0dpa","ENSDARG00000074023","rbms1a"
"4dpa_vs_0dpa","ENSDARG00000074031","fastkd2"
"4dpa_vs_0dpa","ENSDARG00000074041","abca5"
"4dpa_vs_0dpa","ENSDARG00000074059","dlg5a"
"4dpa_vs_0dpa","ENSDARG00000074060","map3k14a"
"4dpa_vs_0dpa","ENSDARG00000074064","rem2"
"4dpa_vs_0dpa","ENSDARG00000074074","rnf26"
"4dpa_vs_0dpa","ENSDARG00000074082","gpc5c"
"4dpa_vs_0dpa","ENSDARG00000074129","edem3"
"4dpa_vs_0dpa","ENSDARG00000074131","kif5ba"
"4dpa_vs_0dpa","ENSDARG00000074132","scpp7"
"4dpa_vs_0dpa","ENSDARG00000074137","c2cd3"
"4dpa_vs_0dpa","ENSDARG00000074143","myo10l3"
"4dpa_vs_0dpa","ENSDARG00000074149","itpr1b"
"4dpa_vs_0dpa","ENSDARG00000074166","birc6"
"4dpa_vs_0dpa","ENSDARG00000074184","arhgap32b"
"4dpa_vs_0dpa","ENSDARG00000074204","commd6"
"4dpa_vs_0dpa","ENSDARG00000074210","zgc:110286"
"4dpa_vs_0dpa","ENSDARG00000074217","ifi27.3"
"4dpa_vs_0dpa","ENSDARG00000074223","mdfic"
"4dpa_vs_0dpa","ENSDARG00000074238","brpf3b"
"4dpa_vs_0dpa","ENSDARG00000074242","serbp1a"
"4dpa_vs_0dpa","ENSDARG00000074244","arhgef10lb"
"4dpa_vs_0dpa","ENSDARG00000074246","rab14"
"4dpa_vs_0dpa","ENSDARG00000074262","nck1a"
"4dpa_vs_0dpa","ENSDARG00000074271","get1"
"4dpa_vs_0dpa","ENSDARG00000074303","phf12a"
"4dpa_vs_0dpa","ENSDARG00000074309","LOC100150651"
"4dpa_vs_0dpa","ENSDARG00000074310","rbfox3b"
"4dpa_vs_0dpa","ENSDARG00000074321","tead3a"
"4dpa_vs_0dpa","ENSDARG00000074332","si:ch1073-335m2.2"
"4dpa_vs_0dpa","ENSDARG00000074337","cbfa2t2"
"4dpa_vs_0dpa","ENSDARG00000074340","serf2b"
"4dpa_vs_0dpa","ENSDARG00000074346","l3mbtl1b"
"4dpa_vs_0dpa","ENSDARG00000074363","ttc9"
"4dpa_vs_0dpa","ENSDARG00000074376","mdga1"
"4dpa_vs_0dpa","ENSDARG00000074381","farp1"
"4dpa_vs_0dpa","ENSDARG00000074390","tmem176l.4"
"4dpa_vs_0dpa","ENSDARG00000074393","sh3yl1"
"4dpa_vs_0dpa","ENSDARG00000074401","gnpat"
"4dpa_vs_0dpa","ENSDARG00000074424","ibtk"
"4dpa_vs_0dpa","ENSDARG00000074425","si:busm1-57f23.1"
"4dpa_vs_0dpa","ENSDARG00000074447","dapk3"
"4dpa_vs_0dpa","ENSDARG00000074466","gdpd3a"
"4dpa_vs_0dpa","ENSDARG00000074481","ulk1b"
"4dpa_vs_0dpa","ENSDARG00000074502","zmiz1a"
"4dpa_vs_0dpa","ENSDARG00000074507","rmdn1"
"4dpa_vs_0dpa","ENSDARG00000074508","hap1"
"4dpa_vs_0dpa","ENSDARG00000074510","mhc2bl"
"4dpa_vs_0dpa","ENSDARG00000074531","spag9a"
"4dpa_vs_0dpa","ENSDARG00000074552","ndufs7"
"4dpa_vs_0dpa","ENSDARG00000074571","gpaa1"
"4dpa_vs_0dpa","ENSDARG00000074572","g3bp2b"
"4dpa_vs_0dpa","ENSDARG00000074588","mettl18"
"4dpa_vs_0dpa","ENSDARG00000074591","eda"
"4dpa_vs_0dpa","ENSDARG00000074597","lzts2a"
"4dpa_vs_0dpa","ENSDARG00000074617","wfs1b"
"4dpa_vs_0dpa","ENSDARG00000074634","keap1b"
"4dpa_vs_0dpa","ENSDARG00000074635","abca1a"
"4dpa_vs_0dpa","ENSDARG00000074645","tut7"
"4dpa_vs_0dpa","ENSDARG00000074670","matk"
"4dpa_vs_0dpa","ENSDARG00000074676","rprd2b"
"4dpa_vs_0dpa","ENSDARG00000074686","oga"
"4dpa_vs_0dpa","ENSDARG00000074688","fbrs"
"4dpa_vs_0dpa","ENSDARG00000074702","arfgef2"
"4dpa_vs_0dpa","ENSDARG00000074720","si:ch211-51h9.7"
"4dpa_vs_0dpa","ENSDARG00000074740","arhgap18"
"4dpa_vs_0dpa","ENSDARG00000074754","ifi27.6"
"4dpa_vs_0dpa","ENSDARG00000074756","tfb2m"
"4dpa_vs_0dpa","ENSDARG00000074758","csde1"
"4dpa_vs_0dpa","ENSDARG00000074759","ccar1"
"4dpa_vs_0dpa","ENSDARG00000074771","ifngr1"
"4dpa_vs_0dpa","ENSDARG00000074772","ccl44"
"4dpa_vs_0dpa","ENSDARG00000074773","si:dkey-110g7.8"
"4dpa_vs_0dpa","ENSDARG00000074779","alms1"
"4dpa_vs_0dpa","ENSDARG00000074790","rab5if"
"4dpa_vs_0dpa","ENSDARG00000074806","afap1l2"
"4dpa_vs_0dpa","ENSDARG00000074808","megf6b"
"4dpa_vs_0dpa","ENSDARG00000074815","mxra5a"
"4dpa_vs_0dpa","ENSDARG00000074829","rasip1"
"4dpa_vs_0dpa","ENSDARG00000074848","smim7"
"4dpa_vs_0dpa","ENSDARG00000074850","il12rb2l"
"4dpa_vs_0dpa","ENSDARG00000074863","si:dkey-112m2.1"
"4dpa_vs_0dpa","ENSDARG00000074869","si:ch1073-291c23.2"
"4dpa_vs_0dpa","ENSDARG00000074876","abcd1"
"4dpa_vs_0dpa","ENSDARG00000074895","tysnd1"
"4dpa_vs_0dpa","ENSDARG00000074899","taok2a"
"4dpa_vs_0dpa","ENSDARG00000074905","camk1da"
"4dpa_vs_0dpa","ENSDARG00000074933","polg2"
"4dpa_vs_0dpa","ENSDARG00000074947","calhm5.1"
"4dpa_vs_0dpa","ENSDARG00000074967","zgc:162698"
"4dpa_vs_0dpa","ENSDARG00000074985","aurkaip1"
"4dpa_vs_0dpa","ENSDARG00000074996","tbrg1"
"4dpa_vs_0dpa","ENSDARG00000075013","usp45"
"4dpa_vs_0dpa","ENSDARG00000075014","sqstm1"
"4dpa_vs_0dpa","ENSDARG00000075015","soul5"
"4dpa_vs_0dpa","ENSDARG00000075021",NA
"4dpa_vs_0dpa","ENSDARG00000075027",NA
"4dpa_vs_0dpa","ENSDARG00000075036","si:ch211-225k7.6"
"4dpa_vs_0dpa","ENSDARG00000075045","cxcl18b"
"4dpa_vs_0dpa","ENSDARG00000075055",NA
"4dpa_vs_0dpa","ENSDARG00000075083","prkdc"
"4dpa_vs_0dpa","ENSDARG00000075092","si:dkey-52l18.4"
"4dpa_vs_0dpa","ENSDARG00000075100","neo1b"
"4dpa_vs_0dpa","ENSDARG00000075108","tmco3"
"4dpa_vs_0dpa","ENSDARG00000075116","sall2"
"4dpa_vs_0dpa","ENSDARG00000075121","hbegfa"
"4dpa_vs_0dpa","ENSDARG00000075129","mrps11"
"4dpa_vs_0dpa","ENSDARG00000075133","adgrb1a"
"4dpa_vs_0dpa","ENSDARG00000075151","ifi27.7"
"4dpa_vs_0dpa","ENSDARG00000075156","tbc1d4"
"4dpa_vs_0dpa","ENSDARG00000075161","defbl1"
"4dpa_vs_0dpa","ENSDARG00000075188","adamts10"
"4dpa_vs_0dpa","ENSDARG00000075194","si:dkey-56e3.3"
"4dpa_vs_0dpa","ENSDARG00000075201","inpp4b"
"4dpa_vs_0dpa","ENSDARG00000075211","chd7"
"4dpa_vs_0dpa","ENSDARG00000075226","smad4a"
"4dpa_vs_0dpa","ENSDARG00000075230","tet1"
"4dpa_vs_0dpa","ENSDARG00000075245","wdr11"
"4dpa_vs_0dpa","ENSDARG00000075249","fam171a2a"
"4dpa_vs_0dpa","ENSDARG00000075261","timp2b"
"4dpa_vs_0dpa","ENSDARG00000075288","nitr4a"
"4dpa_vs_0dpa","ENSDARG00000075297","trnt1"
"4dpa_vs_0dpa","ENSDARG00000075327","dock10"
"4dpa_vs_0dpa","ENSDARG00000075337","lars2"
"4dpa_vs_0dpa","ENSDARG00000075340","med1"
"4dpa_vs_0dpa","ENSDARG00000075343","csf1a"
"4dpa_vs_0dpa","ENSDARG00000075347","chfr"
"4dpa_vs_0dpa","ENSDARG00000075354","espl1"
"4dpa_vs_0dpa","ENSDARG00000075395","dguok"
"4dpa_vs_0dpa","ENSDARG00000075400","fbxo33"
"4dpa_vs_0dpa","ENSDARG00000075416","hscb"
"4dpa_vs_0dpa","ENSDARG00000075437","shc1"
"4dpa_vs_0dpa","ENSDARG00000075441","vwa2"
"4dpa_vs_0dpa","ENSDARG00000075487","si:ch211-267e7.3"
"4dpa_vs_0dpa","ENSDARG00000075505","ptgfrnb"
"4dpa_vs_0dpa","ENSDARG00000075508","si:dkey-108k21.10"
"4dpa_vs_0dpa","ENSDARG00000075521","cpz"
"4dpa_vs_0dpa","ENSDARG00000075528","lyrm9"
"4dpa_vs_0dpa","ENSDARG00000075538","zgc:163061"
"4dpa_vs_0dpa","ENSDARG00000075542","zfhx4"
"4dpa_vs_0dpa","ENSDARG00000075545","si:dkey-89b17.4"
"4dpa_vs_0dpa","ENSDARG00000075555","adamts17"
"4dpa_vs_0dpa","ENSDARG00000075560","kmt2cb"
"4dpa_vs_0dpa","ENSDARG00000075564",NA
"4dpa_vs_0dpa","ENSDARG00000075592","tnfaip8l2a"
"4dpa_vs_0dpa","ENSDARG00000075598","ambn"
"4dpa_vs_0dpa","ENSDARG00000075608","mical2a"
"4dpa_vs_0dpa","ENSDARG00000075616","polr2k"
"4dpa_vs_0dpa","ENSDARG00000075629","ifi30b"
"4dpa_vs_0dpa","ENSDARG00000075643","ifi35"
"4dpa_vs_0dpa","ENSDARG00000075648","sema5bb"
"4dpa_vs_0dpa","ENSDARG00000075666","tsc22d3"
"4dpa_vs_0dpa","ENSDARG00000075670","rereb"
"4dpa_vs_0dpa","ENSDARG00000075677","mrpl17"
"4dpa_vs_0dpa","ENSDARG00000075687","anapc1"
"4dpa_vs_0dpa","ENSDARG00000075707","nid2a"
"4dpa_vs_0dpa","ENSDARG00000075709","ndufb3"
"4dpa_vs_0dpa","ENSDARG00000075718","rpz5"
"4dpa_vs_0dpa","ENSDARG00000075730","dnph1"
"4dpa_vs_0dpa","ENSDARG00000075733","zyx"
"4dpa_vs_0dpa","ENSDARG00000075735","cxxc5b"
"4dpa_vs_0dpa","ENSDARG00000075743","mrpl47"
"4dpa_vs_0dpa","ENSDARG00000075747","zfyve16"
"4dpa_vs_0dpa","ENSDARG00000075748","nckap1l"
"4dpa_vs_0dpa","ENSDARG00000075754","mri1"
"4dpa_vs_0dpa","ENSDARG00000075759","samd4a"
"4dpa_vs_0dpa","ENSDARG00000075768","sdhb"
"4dpa_vs_0dpa","ENSDARG00000075791","ifi44a3"
"4dpa_vs_0dpa","ENSDARG00000075795","nol7"
"4dpa_vs_0dpa","ENSDARG00000075805","si:dkey-219c3.2"
"4dpa_vs_0dpa","ENSDARG00000075821","plxnb1a"
"4dpa_vs_0dpa","ENSDARG00000075833","lyve1a"
"4dpa_vs_0dpa","ENSDARG00000075851","oafa"
"4dpa_vs_0dpa","ENSDARG00000075853","sh3kbp1"
"4dpa_vs_0dpa","ENSDARG00000075855","adgre10"
"4dpa_vs_0dpa","ENSDARG00000075881","serf2a"
"4dpa_vs_0dpa","ENSDARG00000075887","herc3"
"4dpa_vs_0dpa","ENSDARG00000075891","sall1b"
"4dpa_vs_0dpa","ENSDARG00000075928","hivep3a"
"4dpa_vs_0dpa","ENSDARG00000075932","mhc2d8.46a"
"4dpa_vs_0dpa","ENSDARG00000075963","mhc1uba"
"4dpa_vs_0dpa","ENSDARG00000075964","plekhg4"
"4dpa_vs_0dpa","ENSDARG00000075972","csrnp2"
"4dpa_vs_0dpa","ENSDARG00000075984","hsbp1l1"
"4dpa_vs_0dpa","ENSDARG00000075989","arpc2"
"4dpa_vs_0dpa","ENSDARG00000076005","LOC100334952"
"4dpa_vs_0dpa","ENSDARG00000076011","ppm1ka"
"4dpa_vs_0dpa","ENSDARG00000076017","tmem69"
"4dpa_vs_0dpa","ENSDARG00000076041","wwc1"
"4dpa_vs_0dpa","ENSDARG00000076117",NA
"4dpa_vs_0dpa","ENSDARG00000076119","emid1"
"4dpa_vs_0dpa","ENSDARG00000076120","foxp4"
"4dpa_vs_0dpa","ENSDARG00000076121","smpd1"
"4dpa_vs_0dpa","ENSDARG00000076146","zgc:172075"
"4dpa_vs_0dpa","ENSDARG00000076155","mtpap"
"4dpa_vs_0dpa","ENSDARG00000076171","znf827"
"4dpa_vs_0dpa","ENSDARG00000076176","ptcd1"
"4dpa_vs_0dpa","ENSDARG00000076182","stat1b"
"4dpa_vs_0dpa","ENSDARG00000076223","zgc:92744"
"4dpa_vs_0dpa","ENSDARG00000076228","kif2c"
"4dpa_vs_0dpa","ENSDARG00000076283","snrpd3l"
"4dpa_vs_0dpa","ENSDARG00000076292","tns2a"
"4dpa_vs_0dpa","ENSDARG00000076302","dtx4a"
"4dpa_vs_0dpa","ENSDARG00000076317","plod3"
"4dpa_vs_0dpa","ENSDARG00000076328","osbpl11"
"4dpa_vs_0dpa","ENSDARG00000076330","dusp12"
"4dpa_vs_0dpa","ENSDARG00000076334","mrpl43"
"4dpa_vs_0dpa","ENSDARG00000076379","nsmce2"
"4dpa_vs_0dpa","ENSDARG00000076416","shroom2a"
"4dpa_vs_0dpa","ENSDARG00000076439","ppp4cb"
"4dpa_vs_0dpa","ENSDARG00000076451","prdm2b"
"4dpa_vs_0dpa","ENSDARG00000076464","lamtor1"
"4dpa_vs_0dpa","ENSDARG00000076466","maml1"
"4dpa_vs_0dpa","ENSDARG00000076484","stab1"
"4dpa_vs_0dpa","ENSDARG00000076501","asxl2"
"4dpa_vs_0dpa","ENSDARG00000076509","polr2d"
"4dpa_vs_0dpa","ENSDARG00000076518","mettl1"
"4dpa_vs_0dpa","ENSDARG00000076526","gar1"
"4dpa_vs_0dpa","ENSDARG00000076533","nfe2l1b"
"4dpa_vs_0dpa","ENSDARG00000076541","clec3ba"
"4dpa_vs_0dpa","ENSDARG00000076542","pogzb"
"4dpa_vs_0dpa","ENSDARG00000076559","rb1cc1"
"4dpa_vs_0dpa","ENSDARG00000076564","hspg2"
"4dpa_vs_0dpa","ENSDARG00000076594","pcdh12"
"4dpa_vs_0dpa","ENSDARG00000076609","si:ch211-199g17.9"
"4dpa_vs_0dpa","ENSDARG00000076638","mex3a"
"4dpa_vs_0dpa","ENSDARG00000076667","ccng1"
"4dpa_vs_0dpa","ENSDARG00000076703","zfand4"
"4dpa_vs_0dpa","ENSDARG00000076710","si:dkey-42l23.7"
"4dpa_vs_0dpa","ENSDARG00000076721","zgc:171686"
"4dpa_vs_0dpa","ENSDARG00000076724","pi4kaa"
"4dpa_vs_0dpa","ENSDARG00000076729","myo9aa"
"4dpa_vs_0dpa","ENSDARG00000076733","bard1"
"4dpa_vs_0dpa","ENSDARG00000076735","cspg4ba"
"4dpa_vs_0dpa","ENSDARG00000076754","slc9a7"
"4dpa_vs_0dpa","ENSDARG00000076766","LOC569982"
"4dpa_vs_0dpa","ENSDARG00000076768","reps2"
"4dpa_vs_0dpa","ENSDARG00000076780","acadsb"
"4dpa_vs_0dpa","ENSDARG00000076800","tnfrsf18"
"4dpa_vs_0dpa","ENSDARG00000076801","arap3"
"4dpa_vs_0dpa","ENSDARG00000076807","si:ch211-110e21.4"
"4dpa_vs_0dpa","ENSDARG00000076811","ganabb"
"4dpa_vs_0dpa","ENSDARG00000076824","cckbrb"
"4dpa_vs_0dpa","ENSDARG00000076828","zgc:194101"
"4dpa_vs_0dpa","ENSDARG00000076829","ankib1b"
"4dpa_vs_0dpa","ENSDARG00000076836","gpx4b"
"4dpa_vs_0dpa","ENSDARG00000076846","nitr6a"
"4dpa_vs_0dpa","ENSDARG00000076856","frem2a"
"4dpa_vs_0dpa","ENSDARG00000076858","tcimb"
"4dpa_vs_0dpa","ENSDARG00000076867","mrtfbb"
"4dpa_vs_0dpa","ENSDARG00000076870","piezo1"
"4dpa_vs_0dpa","ENSDARG00000076889","ralgapa1"
"4dpa_vs_0dpa","ENSDARG00000076903","bend3"
"4dpa_vs_0dpa","ENSDARG00000076960","paqr4a"
"4dpa_vs_0dpa","ENSDARG00000076962","gdpd5b"
"4dpa_vs_0dpa","ENSDARG00000076983","rnasel4"
"4dpa_vs_0dpa","ENSDARG00000076994","adgra2"
"4dpa_vs_0dpa","ENSDARG00000077002","igsf3"
"4dpa_vs_0dpa","ENSDARG00000077004","aldh1l1"
"4dpa_vs_0dpa","ENSDARG00000077011","bltp3a"
"4dpa_vs_0dpa","ENSDARG00000077012","eif4ea"
"4dpa_vs_0dpa","ENSDARG00000077029","bub1"
"4dpa_vs_0dpa","ENSDARG00000077038","pbrm1l"
"4dpa_vs_0dpa","ENSDARG00000077039","esama"
"4dpa_vs_0dpa","ENSDARG00000077069","srgn"
"4dpa_vs_0dpa","ENSDARG00000077073","tanc1a"
"4dpa_vs_0dpa","ENSDARG00000077075","fastk"
"4dpa_vs_0dpa","ENSDARG00000077081","slc38a10"
"4dpa_vs_0dpa","ENSDARG00000077085","zgc:110821"
"4dpa_vs_0dpa","ENSDARG00000077093","scaf4a"
"4dpa_vs_0dpa","ENSDARG00000077107","oafb"
"4dpa_vs_0dpa","ENSDARG00000077115","si:ch73-44m9.1"
"4dpa_vs_0dpa","ENSDARG00000077116","ccnjl"
"4dpa_vs_0dpa","ENSDARG00000077120","arid5a"
"4dpa_vs_0dpa","ENSDARG00000077121","cyp26b1"
"4dpa_vs_0dpa","ENSDARG00000077136","si:dkey-28d5.14"
"4dpa_vs_0dpa","ENSDARG00000077138","zgc:195173"
"4dpa_vs_0dpa","ENSDARG00000077143","znf526"
"4dpa_vs_0dpa","ENSDARG00000077145","adcy3a"
"4dpa_vs_0dpa","ENSDARG00000077176","zgc:174888"
"4dpa_vs_0dpa","ENSDARG00000077202","LOC103911725"
"4dpa_vs_0dpa","ENSDARG00000077226","smarca4a"
"4dpa_vs_0dpa","ENSDARG00000077231","vwf"
"4dpa_vs_0dpa","ENSDARG00000077237","rfx7a"
"4dpa_vs_0dpa","ENSDARG00000077249","gmip"
"4dpa_vs_0dpa","ENSDARG00000077260","si:dkey-28d5.13"
"4dpa_vs_0dpa","ENSDARG00000077265","wdr89"
"4dpa_vs_0dpa","ENSDARG00000077284","gdpd5a"
"4dpa_vs_0dpa","ENSDARG00000077285","scarf1"
"4dpa_vs_0dpa","ENSDARG00000077291","rps2"
"4dpa_vs_0dpa","ENSDARG00000077295","akap6"
"4dpa_vs_0dpa","ENSDARG00000077316","LOC556707"
"4dpa_vs_0dpa","ENSDARG00000077323","thap4"
"4dpa_vs_0dpa","ENSDARG00000077339","ptrh2"
"4dpa_vs_0dpa","ENSDARG00000077353","rerea"
"4dpa_vs_0dpa","ENSDARG00000077356","sypl1"
"4dpa_vs_0dpa","ENSDARG00000077361","bptf"
"4dpa_vs_0dpa","ENSDARG00000077364","mapk9"
"4dpa_vs_0dpa","ENSDARG00000077368","slc30a6"
"4dpa_vs_0dpa","ENSDARG00000077419","nectin4a"
"4dpa_vs_0dpa","ENSDARG00000077456","zgc:110216"
"4dpa_vs_0dpa","ENSDARG00000077465","sorcs2"
"4dpa_vs_0dpa","ENSDARG00000077473","mych"
"4dpa_vs_0dpa","ENSDARG00000077474","pla2r1"
"4dpa_vs_0dpa","ENSDARG00000077530","ahctf1"
"4dpa_vs_0dpa","ENSDARG00000077533","eif3f"
"4dpa_vs_0dpa","ENSDARG00000077537","nudt19"
"4dpa_vs_0dpa","ENSDARG00000077540","f2rl1.2"
"4dpa_vs_0dpa","ENSDARG00000077547","tmlhe"
"4dpa_vs_0dpa","ENSDARG00000077549","aifm2"
"4dpa_vs_0dpa","ENSDARG00000077559","ncoa7a"
"4dpa_vs_0dpa","ENSDARG00000077573","tmprss13b"
"4dpa_vs_0dpa","ENSDARG00000077581","zzz3"
"4dpa_vs_0dpa","ENSDARG00000077607","dus2"
"4dpa_vs_0dpa","ENSDARG00000077614","mtres1"
"4dpa_vs_0dpa","ENSDARG00000077618","rin3"
"4dpa_vs_0dpa","ENSDARG00000077641","thbs3a"
"4dpa_vs_0dpa","ENSDARG00000077650","tnksa"
"4dpa_vs_0dpa","ENSDARG00000077686","aak1b"
"4dpa_vs_0dpa","ENSDARG00000077694","dtnba"
"4dpa_vs_0dpa","ENSDARG00000077698","rsad1"
"4dpa_vs_0dpa","ENSDARG00000077710","nlgn1"
"4dpa_vs_0dpa","ENSDARG00000077717","rpl29"
"4dpa_vs_0dpa","ENSDARG00000077721","knop1"
"4dpa_vs_0dpa","ENSDARG00000077726","nocta"
"4dpa_vs_0dpa","ENSDARG00000077760","ascc1"
"4dpa_vs_0dpa","ENSDARG00000077762","slc2a4rg"
"4dpa_vs_0dpa","ENSDARG00000077764","faah"
"4dpa_vs_0dpa","ENSDARG00000077777","tmsb4x"
"4dpa_vs_0dpa","ENSDARG00000077782","acer2"
"4dpa_vs_0dpa","ENSDARG00000077785","atf5b"
"4dpa_vs_0dpa","ENSDARG00000077809","il13"
"4dpa_vs_0dpa","ENSDARG00000077811","sox11a"
"4dpa_vs_0dpa","ENSDARG00000077815","cdc26"
"4dpa_vs_0dpa","ENSDARG00000077817","cxxc4"
"4dpa_vs_0dpa","ENSDARG00000077847","olfm2a"
"4dpa_vs_0dpa","ENSDARG00000077852","samd11"
"4dpa_vs_0dpa","ENSDARG00000077859","ndufaf4"
"4dpa_vs_0dpa","ENSDARG00000077860","ankhd1"
"4dpa_vs_0dpa","ENSDARG00000077878","si:dkey-192l18.9"
"4dpa_vs_0dpa","ENSDARG00000077907","si:dkey-183p4.10"
"4dpa_vs_0dpa","ENSDARG00000077938","cd248b"
"4dpa_vs_0dpa","ENSDARG00000077943","ints5"
"4dpa_vs_0dpa","ENSDARG00000077946","smarcc2"
"4dpa_vs_0dpa","ENSDARG00000077948","usp54a"
"4dpa_vs_0dpa","ENSDARG00000077950","tor1"
"4dpa_vs_0dpa","ENSDARG00000077967","si:ch211-140m22.7"
"4dpa_vs_0dpa","ENSDARG00000077979","tmem26a"
"4dpa_vs_0dpa","ENSDARG00000078011","nav1a"
"4dpa_vs_0dpa","ENSDARG00000078016","dtx4b"
"4dpa_vs_0dpa","ENSDARG00000078022","fyco1b"
"4dpa_vs_0dpa","ENSDARG00000078058","dip2a"
"4dpa_vs_0dpa","ENSDARG00000078059","nudcd2"
"4dpa_vs_0dpa","ENSDARG00000078066","elk1"
"4dpa_vs_0dpa","ENSDARG00000078073","nudt5"
"4dpa_vs_0dpa","ENSDARG00000078088","si:ch211-186j3.6"
"4dpa_vs_0dpa","ENSDARG00000078094","lmf2a"
"4dpa_vs_0dpa","ENSDARG00000078101","nlrc9"
"4dpa_vs_0dpa","ENSDARG00000078111","ap5z1"
"4dpa_vs_0dpa","ENSDARG00000078113","atp5mea"
"4dpa_vs_0dpa","ENSDARG00000078133","kdm2ab"
"4dpa_vs_0dpa","ENSDARG00000078139","appl2"
"4dpa_vs_0dpa","ENSDARG00000078145","arhgap46b"
"4dpa_vs_0dpa","ENSDARG00000078179","fndc3ba"
"4dpa_vs_0dpa","ENSDARG00000078182","zgc:194443"
"4dpa_vs_0dpa","ENSDARG00000078188","fhip1b"
"4dpa_vs_0dpa","ENSDARG00000078193","si:ch211-67e16.3"
"4dpa_vs_0dpa","ENSDARG00000078195","fhit"
"4dpa_vs_0dpa","ENSDARG00000078206","zgc:171506"
"4dpa_vs_0dpa","ENSDARG00000078216","eps15"
"4dpa_vs_0dpa","ENSDARG00000078222","aatka"
"4dpa_vs_0dpa","ENSDARG00000078227","cspg4"
"4dpa_vs_0dpa","ENSDARG00000078244",NA
"4dpa_vs_0dpa","ENSDARG00000078250","zgc:194398"
"4dpa_vs_0dpa","ENSDARG00000078266","twist2"
"4dpa_vs_0dpa","ENSDARG00000078267","si:dkey-181m9.8"
"4dpa_vs_0dpa","ENSDARG00000078280","nkx3-1"
"4dpa_vs_0dpa","ENSDARG00000078284","phkb"
"4dpa_vs_0dpa","ENSDARG00000078313","si:zfos-588f8.1"
"4dpa_vs_0dpa","ENSDARG00000078322","col12a1a"
"4dpa_vs_0dpa","ENSDARG00000078324","prdm16"
"4dpa_vs_0dpa","ENSDARG00000078326","arhgap10"
"4dpa_vs_0dpa","ENSDARG00000078335","amot"
"4dpa_vs_0dpa","ENSDARG00000078352","lyrm4"
"4dpa_vs_0dpa","ENSDARG00000078355","zc3h4"
"4dpa_vs_0dpa","ENSDARG00000078362","tnca"
"4dpa_vs_0dpa","ENSDARG00000078386","dync1i2a"
"4dpa_vs_0dpa","ENSDARG00000078389","ifi27.4"
"4dpa_vs_0dpa","ENSDARG00000078401","larp4aa"
"4dpa_vs_0dpa","ENSDARG00000078404","cdh26.1"
"4dpa_vs_0dpa","ENSDARG00000078423","zgc:194285"
"4dpa_vs_0dpa","ENSDARG00000078435","anapc13"
"4dpa_vs_0dpa","ENSDARG00000078459","cux1a"
"4dpa_vs_0dpa","ENSDARG00000078468","fap"
"4dpa_vs_0dpa","ENSDARG00000078494","LOC101886422"
"4dpa_vs_0dpa","ENSDARG00000078508","kcp"
"4dpa_vs_0dpa","ENSDARG00000078551","zgc:171242"
"4dpa_vs_0dpa","ENSDARG00000078561","lrig2"
"4dpa_vs_0dpa","ENSDARG00000078567","lonrf1"
"4dpa_vs_0dpa","ENSDARG00000078576","setd5"
"4dpa_vs_0dpa","ENSDARG00000078592","nomo"
"4dpa_vs_0dpa","ENSDARG00000078600","ldlrad3"
"4dpa_vs_0dpa","ENSDARG00000078619","pnp5a"
"4dpa_vs_0dpa","ENSDARG00000078622","scpp5"
"4dpa_vs_0dpa","ENSDARG00000078654","tpx2"
"4dpa_vs_0dpa","ENSDARG00000078658","supt20"
"4dpa_vs_0dpa","ENSDARG00000078659","tmem176"
"4dpa_vs_0dpa","ENSDARG00000078691","gigyf1b"
"4dpa_vs_0dpa","ENSDARG00000078717","itga8"
"4dpa_vs_0dpa","ENSDARG00000078729","ackr4a"
"4dpa_vs_0dpa","ENSDARG00000078745","pnpla8"
"4dpa_vs_0dpa","ENSDARG00000078751","tpp2"
"4dpa_vs_0dpa","ENSDARG00000078767","yeats2"
"4dpa_vs_0dpa","ENSDARG00000078773","tmem70"
"4dpa_vs_0dpa","ENSDARG00000078785","tmem258"
"4dpa_vs_0dpa","ENSDARG00000078797","dennd3a"
"4dpa_vs_0dpa","ENSDARG00000078802","rnf111"
"4dpa_vs_0dpa","ENSDARG00000078803","gas2l1"
"4dpa_vs_0dpa","ENSDARG00000078807","paxx"
"4dpa_vs_0dpa","ENSDARG00000078824","si:ch211-66e2.3"
"4dpa_vs_0dpa","ENSDARG00000078835","mrpl58"
"4dpa_vs_0dpa","ENSDARG00000078844","LOC100007883"
"4dpa_vs_0dpa","ENSDARG00000078847","si:dkey-238o13.4"
"4dpa_vs_0dpa","ENSDARG00000078853","arhgef19"
"4dpa_vs_0dpa","ENSDARG00000078856","slc22a23"
"4dpa_vs_0dpa","ENSDARG00000078865","cxxc5a"
"4dpa_vs_0dpa","ENSDARG00000078890","wdfy3"
