"comparison","ensembl_id","gene_symbol"
"1dpa_vs_0dpa","ENSDARG00000101256",NA
"1dpa_vs_0dpa","ENSDARG00000101290","spink2.5"
"1dpa_vs_0dpa","ENSDARG00000101334","ctsc"
"1dpa_vs_0dpa","ENSDARG00000101367","si:ch73-193i22.1"
"1dpa_vs_0dpa","ENSDARG00000101369","atf6b"
"1dpa_vs_0dpa","ENSDARG00000101385","f8"
"1dpa_vs_0dpa","ENSDARG00000101406","rplp2"
"1dpa_vs_0dpa","ENSDARG00000101429",NA
"1dpa_vs_0dpa","ENSDARG00000101434","slc39a3"
"1dpa_vs_0dpa","ENSDARG00000101441","lima1a"
"1dpa_vs_0dpa","ENSDARG00000101472","pop4"
"1dpa_vs_0dpa","ENSDARG00000101521","si:ch1073-205c8.3"
"1dpa_vs_0dpa","ENSDARG00000101535","col10a1b"
"1dpa_vs_0dpa","ENSDARG00000101540","fgf3"
"1dpa_vs_0dpa","ENSDARG00000101586","si:ch73-389b16.1"
"1dpa_vs_0dpa","ENSDARG00000101609",NA
"1dpa_vs_0dpa","ENSDARG00000101619","micos10"
"1dpa_vs_0dpa","ENSDARG00000101627","ssr1"
"1dpa_vs_0dpa","ENSDARG00000101670","kntc1"
"1dpa_vs_0dpa","ENSDARG00000101720",NA
"1dpa_vs_0dpa","ENSDARG00000101722","larp1"
"1dpa_vs_0dpa","ENSDARG00000101749","zgc:92161"
"1dpa_vs_0dpa","ENSDARG00000101752","plekhg5b"
"1dpa_vs_0dpa","ENSDARG00000101767","si:dkey-183i3.6"
"1dpa_vs_0dpa","ENSDARG00000101813","nap1l1"
"1dpa_vs_0dpa","ENSDARG00000101814","lpar3"
"1dpa_vs_0dpa","ENSDARG00000101816","col5a3b"
"1dpa_vs_0dpa","ENSDARG00000101844","mibp2"
"1dpa_vs_0dpa","ENSDARG00000101858",NA
"1dpa_vs_0dpa","ENSDARG00000101890","pigr"
"1dpa_vs_0dpa","ENSDARG00000101901","zgc:193711"
"1dpa_vs_0dpa","ENSDARG00000101963","tmem141"
"1dpa_vs_0dpa","ENSDARG00000101975","si:dkey-225f5.4"
"1dpa_vs_0dpa","ENSDARG00000102051","mtbl"
"1dpa_vs_0dpa","ENSDARG00000102059","si:ch211-117l17.6"
"1dpa_vs_0dpa","ENSDARG00000102076","spink2.1"
"1dpa_vs_0dpa","ENSDARG00000102106","tgm1l1"
"1dpa_vs_0dpa","ENSDARG00000102115","ndufc2"
"1dpa_vs_0dpa","ENSDARG00000102141","ptpn12"
"1dpa_vs_0dpa","ENSDARG00000102142","ece2b"
"1dpa_vs_0dpa","ENSDARG00000102153","nrp1a"
"1dpa_vs_0dpa","ENSDARG00000102211","csf3a"
"1dpa_vs_0dpa","ENSDARG00000102245","tk1"
"1dpa_vs_0dpa","ENSDARG00000102252","usp34"
"1dpa_vs_0dpa","ENSDARG00000102271","spink2.7"
"1dpa_vs_0dpa","ENSDARG00000102277","lama1"
"1dpa_vs_0dpa","ENSDARG00000102281",NA
"1dpa_vs_0dpa","ENSDARG00000102291","eef1da"
"1dpa_vs_0dpa","ENSDARG00000102299","cxcl8b.1"
"1dpa_vs_0dpa","ENSDARG00000102300","ca9"
"1dpa_vs_0dpa","ENSDARG00000102305","svbp"
"1dpa_vs_0dpa","ENSDARG00000102317","rpl26"
"1dpa_vs_0dpa","ENSDARG00000102319","si:dkey-196h17.9"
"1dpa_vs_0dpa","ENSDARG00000102372","cert1b"
"1dpa_vs_0dpa","ENSDARG00000102394","ap1g1"
"1dpa_vs_0dpa","ENSDARG00000102395",NA
"1dpa_vs_0dpa","ENSDARG00000102415","scinla"
"1dpa_vs_0dpa","ENSDARG00000102418","enc2"
"1dpa_vs_0dpa","ENSDARG00000102435","plekhf1"
"1dpa_vs_0dpa","ENSDARG00000102441","ctnna1"
"1dpa_vs_0dpa","ENSDARG00000102471","trak2"
"1dpa_vs_0dpa","ENSDARG00000102483","numa1"
"1dpa_vs_0dpa","ENSDARG00000102531","anapc11"
"1dpa_vs_0dpa","ENSDARG00000102554","fut9b.6"
"1dpa_vs_0dpa","ENSDARG00000102555","si:dkey-33i11.9"
"1dpa_vs_0dpa","ENSDARG00000102626","frem2b"
"1dpa_vs_0dpa","ENSDARG00000102640","pdia3"
"1dpa_vs_0dpa","ENSDARG00000102687",NA
"1dpa_vs_0dpa","ENSDARG00000102724","zgc:153039"
"1dpa_vs_0dpa","ENSDARG00000102744","mgst3a"
"1dpa_vs_0dpa","ENSDARG00000102808","calr3b"
"1dpa_vs_0dpa","ENSDARG00000102828","mfsd11"
"1dpa_vs_0dpa","ENSDARG00000102883","sptbn1"
"1dpa_vs_0dpa","ENSDARG00000102892","h1m"
"1dpa_vs_0dpa","ENSDARG00000102929","zgc:101715"
"1dpa_vs_0dpa","ENSDARG00000102973","cmtm8a"
"1dpa_vs_0dpa","ENSDARG00000102974","baz2a"
"1dpa_vs_0dpa","ENSDARG00000102986","csf1ra"
"1dpa_vs_0dpa","ENSDARG00000103004","tpra"
"1dpa_vs_0dpa","ENSDARG00000103015","hist1h2a2"
"1dpa_vs_0dpa","ENSDARG00000103025","hmgcs1"
"1dpa_vs_0dpa","ENSDARG00000103044","ass1"
"1dpa_vs_0dpa","ENSDARG00000103056","itga4"
"1dpa_vs_0dpa","ENSDARG00000103057","zfhx3b"
"1dpa_vs_0dpa","ENSDARG00000103060",NA
"1dpa_vs_0dpa","ENSDARG00000103092","grem2b"
"1dpa_vs_0dpa","ENSDARG00000103101","ndufc1"
"1dpa_vs_0dpa","ENSDARG00000103109","chl1b"
"1dpa_vs_0dpa","ENSDARG00000103127","gpn2"
"1dpa_vs_0dpa","ENSDARG00000103129",NA
"1dpa_vs_0dpa","ENSDARG00000103146","nlrc3"
"1dpa_vs_0dpa","ENSDARG00000103158","ldb1b"
"1dpa_vs_0dpa","ENSDARG00000103164","upk2"
"1dpa_vs_0dpa","ENSDARG00000103199","si:dkey-247k7.2"
"1dpa_vs_0dpa","ENSDARG00000103207","rab11fip4b"
"1dpa_vs_0dpa","ENSDARG00000103211","si:dkey-19b23.8"
"1dpa_vs_0dpa","ENSDARG00000103253","zgc:112023"
"1dpa_vs_0dpa","ENSDARG00000103296","nup54"
"1dpa_vs_0dpa","ENSDARG00000103319",NA
"1dpa_vs_0dpa","ENSDARG00000103322","si:ch73-347e22.8"
"1dpa_vs_0dpa","ENSDARG00000103336","spink2.11"
"1dpa_vs_0dpa","ENSDARG00000103361","tshz3b"
"1dpa_vs_0dpa","ENSDARG00000103364","cs"
"1dpa_vs_0dpa","ENSDARG00000103367","si:ch211-127m7.2"
"1dpa_vs_0dpa","ENSDARG00000103369","taldo1"
"1dpa_vs_0dpa","ENSDARG00000103371",NA
"1dpa_vs_0dpa","ENSDARG00000103398","fabp1b.2"
"1dpa_vs_0dpa","ENSDARG00000103428","ogdhb"
"1dpa_vs_0dpa","ENSDARG00000103466","ccl35.1"
"1dpa_vs_0dpa","ENSDARG00000103467","limk1a"
"1dpa_vs_0dpa","ENSDARG00000103476","trpm1b"
"1dpa_vs_0dpa","ENSDARG00000103480","asgr1b"
"1dpa_vs_0dpa","ENSDARG00000103515","vcana"
"1dpa_vs_0dpa","ENSDARG00000103516","sec24c"
"1dpa_vs_0dpa","ENSDARG00000103519","adamts1"
"1dpa_vs_0dpa","ENSDARG00000103576","sb:eu779"
"1dpa_vs_0dpa","ENSDARG00000103619","si:ch73-238c9.1"
"1dpa_vs_0dpa","ENSDARG00000103634","si:ch73-329n5.6"
"1dpa_vs_0dpa","ENSDARG00000103666","dapk2b"
"1dpa_vs_0dpa","ENSDARG00000103672","cirbpa"
"1dpa_vs_0dpa","ENSDARG00000103718","chmp5b"
"1dpa_vs_0dpa","ENSDARG00000103720","zgc:162730"
"1dpa_vs_0dpa","ENSDARG00000103735","elovl1b"
"1dpa_vs_0dpa","ENSDARG00000103739","LOC797750"
"1dpa_vs_0dpa","ENSDARG00000103740","fundc2"
"1dpa_vs_0dpa","ENSDARG00000103754","aspm"
"1dpa_vs_0dpa","ENSDARG00000103766","cyp2aa11"
"1dpa_vs_0dpa","ENSDARG00000103774","limch1b"
"1dpa_vs_0dpa","ENSDARG00000103775","thbs1a"
"1dpa_vs_0dpa","ENSDARG00000103789","tmem130"
"1dpa_vs_0dpa","ENSDARG00000103813","ate1"
"1dpa_vs_0dpa","ENSDARG00000103819",NA
"1dpa_vs_0dpa","ENSDARG00000103824","hint1"
"1dpa_vs_0dpa","ENSDARG00000103833","spink2.2"
"1dpa_vs_0dpa","ENSDARG00000103846","hspa5"
"1dpa_vs_0dpa","ENSDARG00000103854","pdlim7"
"1dpa_vs_0dpa","ENSDARG00000103917","znf185"
"1dpa_vs_0dpa","ENSDARG00000103919","hmgn1b"
"1dpa_vs_0dpa","ENSDARG00000103953","med12"
"1dpa_vs_0dpa","ENSDARG00000103957","aamdc"
"1dpa_vs_0dpa","ENSDARG00000103976",NA
"1dpa_vs_0dpa","ENSDARG00000103981","bhlha9"
"1dpa_vs_0dpa","ENSDARG00000103985","spry1"
"1dpa_vs_0dpa","ENSDARG00000104011","rps17"
"1dpa_vs_0dpa","ENSDARG00000104016","lgals4"
"1dpa_vs_0dpa","ENSDARG00000104030","taf12"
"1dpa_vs_0dpa","ENSDARG00000104039","errfi1a"
"1dpa_vs_0dpa","ENSDARG00000104043","gng10"
"1dpa_vs_0dpa","ENSDARG00000104068","gstp1.2"
"1dpa_vs_0dpa","ENSDARG00000104114","kmt5ab"
"1dpa_vs_0dpa","ENSDARG00000104125","ttc6"
"1dpa_vs_0dpa","ENSDARG00000104132",NA
"1dpa_vs_0dpa","ENSDARG00000104149","rraga"
"1dpa_vs_0dpa","ENSDARG00000104181","tmsb1"
"1dpa_vs_0dpa","ENSDARG00000104188","fam83fb"
"1dpa_vs_0dpa","ENSDARG00000104221","sat2b"
"1dpa_vs_0dpa","ENSDARG00000104227","nop10"
"1dpa_vs_0dpa","ENSDARG00000104230","sec23a"
"1dpa_vs_0dpa","ENSDARG00000104267","postnb"
"1dpa_vs_0dpa","ENSDARG00000104285","armh3"
"1dpa_vs_0dpa","ENSDARG00000104315","fhl3b"
"1dpa_vs_0dpa","ENSDARG00000104326","si:dkey-183i3.9"
"1dpa_vs_0dpa","ENSDARG00000104340","rspo1"
"1dpa_vs_0dpa","ENSDARG00000104350","si:dkey-68o6.6"
"1dpa_vs_0dpa","ENSDARG00000104372","gnb1b"
"1dpa_vs_0dpa","ENSDARG00000104375","sec24a"
"1dpa_vs_0dpa","ENSDARG00000104398","si:ch73-343g19.4"
"1dpa_vs_0dpa","ENSDARG00000104404","b4galt1l"
"1dpa_vs_0dpa","ENSDARG00000104409","tnk2b"
"1dpa_vs_0dpa","ENSDARG00000104458","rnasekb"
"1dpa_vs_0dpa","ENSDARG00000104467","bglapl"
"1dpa_vs_0dpa","ENSDARG00000104484","itgb1b"
"1dpa_vs_0dpa","ENSDARG00000104537","cox7c"
"1dpa_vs_0dpa","ENSDARG00000104541","msh6"
"1dpa_vs_0dpa","ENSDARG00000104613","znf1179"
"1dpa_vs_0dpa","ENSDARG00000104636","si:dkey-112a7.4"
"1dpa_vs_0dpa","ENSDARG00000104704",NA
"1dpa_vs_0dpa","ENSDARG00000104716","igsf3l"
"1dpa_vs_0dpa","ENSDARG00000104726","ncbp2as2"
"1dpa_vs_0dpa","ENSDARG00000104730","mhc2d8.35b2"
"1dpa_vs_0dpa","ENSDARG00000104758","zgc:194981"
"1dpa_vs_0dpa","ENSDARG00000104775","ly6m2"
"1dpa_vs_0dpa","ENSDARG00000104801","tubb6"
"1dpa_vs_0dpa","ENSDARG00000104914","muc5f"
"1dpa_vs_0dpa","ENSDARG00000104916","si:dkey-71l4.4"
"1dpa_vs_0dpa","ENSDARG00000104940","ciao2a"
"1dpa_vs_0dpa","ENSDARG00000104943","mad2l1bp"
"1dpa_vs_0dpa","ENSDARG00000104953","stt3a"
"1dpa_vs_0dpa","ENSDARG00000104958","kbtbd11"
"1dpa_vs_0dpa","ENSDARG00000104973","wnt5a"
"1dpa_vs_0dpa","ENSDARG00000104992","epgn"
"1dpa_vs_0dpa","ENSDARG00000105040","dipk1c"
"1dpa_vs_0dpa","ENSDARG00000105046","ccnf"
"1dpa_vs_0dpa","ENSDARG00000105068","si:ch1073-443f11.2"
"1dpa_vs_0dpa","ENSDARG00000105096","teni.1"
"1dpa_vs_0dpa","ENSDARG00000105131","cog1"
"1dpa_vs_0dpa","ENSDARG00000105142","tcirg1b"
"1dpa_vs_0dpa","ENSDARG00000105153","ifitm5"
"1dpa_vs_0dpa","ENSDARG00000105177","ilf3b"
"1dpa_vs_0dpa","ENSDARG00000105182",NA
"1dpa_vs_0dpa","ENSDARG00000105187","gcshb"
"1dpa_vs_0dpa","ENSDARG00000105223","pmp22a"
"1dpa_vs_0dpa","ENSDARG00000105261","nfkb1"
"1dpa_vs_0dpa","ENSDARG00000105263","ccl36.1"
"1dpa_vs_0dpa","ENSDARG00000105314","si:ch211-113a14.11"
"1dpa_vs_0dpa","ENSDARG00000105328","si:dkey-23a13.17"
"1dpa_vs_0dpa","ENSDARG00000105340","zgc:112234"
"1dpa_vs_0dpa","ENSDARG00000105345","zgc:173552"
"1dpa_vs_0dpa","ENSDARG00000105350","histh1l2"
"1dpa_vs_0dpa","ENSDARG00000105358","ntrnl2"
"1dpa_vs_0dpa","ENSDARG00000105359",NA
"1dpa_vs_0dpa","ENSDARG00000105380","fgl1"
"1dpa_vs_0dpa","ENSDARG00000105384","si:dkey-23a13.22"
"1dpa_vs_0dpa","ENSDARG00000105400","si:ch73-368j24.14"
"1dpa_vs_0dpa","ENSDARG00000105412","zgc:194285"
"1dpa_vs_0dpa","ENSDARG00000105415",NA
"1dpa_vs_0dpa","ENSDARG00000105418",NA
"1dpa_vs_0dpa","ENSDARG00000105430","si:ch73-368j24.11"
"1dpa_vs_0dpa","ENSDARG00000105431","si:dkey-23a13.9"
"1dpa_vs_0dpa","ENSDARG00000105444","h2ax2"
"1dpa_vs_0dpa","ENSDARG00000105459",NA
"1dpa_vs_0dpa","ENSDARG00000105479","si:ch211-126c2.4"
"1dpa_vs_0dpa","ENSDARG00000105482","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000105483","zgc:112234"
"1dpa_vs_0dpa","ENSDARG00000105484",NA
"1dpa_vs_0dpa","ENSDARG00000105485","slc12a6"
"1dpa_vs_0dpa","ENSDARG00000105502","si:ch73-368j24.12"
"1dpa_vs_0dpa","ENSDARG00000105508","hist2h3ca1"
"1dpa_vs_0dpa","ENSDARG00000105545","si:dkey-165a24.10"
"1dpa_vs_0dpa","ENSDARG00000105615","si:ch211-196f2.6"
"1dpa_vs_0dpa","ENSDARG00000105641","si:ch211-98n17.5"
"1dpa_vs_0dpa","ENSDARG00000105741","or93a9"
"1dpa_vs_0dpa","ENSDARG00000105779",NA
"1dpa_vs_0dpa","ENSDARG00000106212","LOC100534815"
"1dpa_vs_0dpa","ENSDARG00000106669","LOC562542"
"1dpa_vs_0dpa","ENSDARG00000106873","synpo"
"1dpa_vs_0dpa","ENSDARG00000106989","znf821"
"1dpa_vs_0dpa","ENSDARG00000107431","LOC100534777"
"1dpa_vs_0dpa","ENSDARG00000107511","tgs1"
"1dpa_vs_0dpa","ENSDARG00000107526","smkr1"
"1dpa_vs_0dpa","ENSDARG00000108298","ric1"
"1dpa_vs_0dpa","ENSDARG00000108535","LOC795051"
"1dpa_vs_0dpa","ENSDARG00000109202","si:ch211-222k6.1"
"1dpa_vs_0dpa","ENSDARG00000109271","LOC100005220"
"1dpa_vs_0dpa","ENSDARG00000109276","LOC100332446"
"1dpa_vs_0dpa","ENSDARG00000109301","nitr6b"
"1dpa_vs_0dpa","ENSDARG00000109310","im:7150988"
"1dpa_vs_0dpa","ENSDARG00000109443","eml4"
"1dpa_vs_0dpa","ENSDARG00000109458","hist1h2a1"
"1dpa_vs_0dpa","ENSDARG00000109654","cmklr1l1"
"1dpa_vs_0dpa","ENSDARG00000109678","LOC101885164"
"1dpa_vs_0dpa","ENSDARG00000109737","si:ch211-113a14.15"
"1dpa_vs_0dpa","ENSDARG00000109755","si:dkey-261m9.18"
"1dpa_vs_0dpa","ENSDARG00000109769","LOC569441"
"1dpa_vs_0dpa","ENSDARG00000109926","LOC570115"
"1dpa_vs_0dpa","ENSDARG00000109929","LOC110437890"
"1dpa_vs_0dpa","ENSDARG00000110028",NA
"1dpa_vs_0dpa","ENSDARG00000110152","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000110700","cox7a2b"
"1dpa_vs_0dpa","ENSDARG00000110751",NA
"1dpa_vs_0dpa","ENSDARG00000110792",NA
"1dpa_vs_0dpa","ENSDARG00000110809","si:ch211-113a14.7"
"1dpa_vs_0dpa","ENSDARG00000110836","tmem14ca"
"1dpa_vs_0dpa","ENSDARG00000110909","zgc:173552"
"1dpa_vs_0dpa","ENSDARG00000110963","trib1"
"1dpa_vs_0dpa","ENSDARG00000111106","arl3l1"
"1dpa_vs_0dpa","ENSDARG00000111188","cdaa"
"1dpa_vs_0dpa","ENSDARG00000111240","dhrs13a.2"
"1dpa_vs_0dpa","ENSDARG00000111247","si:dkey-261m9.9"
"1dpa_vs_0dpa","ENSDARG00000111357","tnfsf14"
"1dpa_vs_0dpa","ENSDARG00000111373","LOC100005175"
"1dpa_vs_0dpa","ENSDARG00000111396","zgc:173552"
"1dpa_vs_0dpa","ENSDARG00000111458",NA
"1dpa_vs_0dpa","ENSDARG00000111494","si:ch211-113a14.9"
"1dpa_vs_0dpa","ENSDARG00000111536","si:ch211-113a14.19"
"1dpa_vs_0dpa","ENSDARG00000111648","si:dkey-108k21.15"
"1dpa_vs_0dpa","ENSDARG00000111714","zgc:112271"
"1dpa_vs_0dpa","ENSDARG00000111785","trappc2l"
"1dpa_vs_0dpa","ENSDARG00000111840","cxcl18a.1"
"1dpa_vs_0dpa","ENSDARG00000111877","bcl7ba"
"1dpa_vs_0dpa","ENSDARG00000111934","zgc:112234"
"1dpa_vs_0dpa","ENSDARG00000112125","ccl20l"
"1dpa_vs_0dpa","ENSDARG00000112175","zgc:173552"
"1dpa_vs_0dpa","ENSDARG00000112234","endouc"
"1dpa_vs_0dpa","ENSDARG00000112375",NA
"1dpa_vs_0dpa","ENSDARG00000112491","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000112527",NA
"1dpa_vs_0dpa","ENSDARG00000112528","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000112540","cst14b.2"
"1dpa_vs_0dpa","ENSDARG00000112593","si:dkey-261m9.7"
"1dpa_vs_0dpa","ENSDARG00000112670","smim20"
"1dpa_vs_0dpa","ENSDARG00000112840","hist1h2a10"
"1dpa_vs_0dpa","ENSDARG00000112842",NA
"1dpa_vs_0dpa","ENSDARG00000112918","LOC101882029"
"1dpa_vs_0dpa","ENSDARG00000112967","si:dkey-261m9.8"
"1dpa_vs_0dpa","ENSDARG00000113324",NA
"1dpa_vs_0dpa","ENSDARG00000113399","hist1h2a9"
"1dpa_vs_0dpa","ENSDARG00000113411","lrrc4ca"
"1dpa_vs_0dpa","ENSDARG00000113503","LOC100331538"
"1dpa_vs_0dpa","ENSDARG00000113526",NA
"1dpa_vs_0dpa","ENSDARG00000113707","si:ch211-113a14.25"
"1dpa_vs_0dpa","ENSDARG00000113800","si:dkey-108k21.19"
"1dpa_vs_0dpa","ENSDARG00000113877","hoxc13b"
"1dpa_vs_0dpa","ENSDARG00000113899","zgc:77650"
"1dpa_vs_0dpa","ENSDARG00000113969","supt4h1"
"1dpa_vs_0dpa","ENSDARG00000114022",NA
"1dpa_vs_0dpa","ENSDARG00000114038","ska2"
"1dpa_vs_0dpa","ENSDARG00000114125","si:dkey-261m9.19"
"1dpa_vs_0dpa","ENSDARG00000114141","LOC101885031"
"1dpa_vs_0dpa","ENSDARG00000114158","LOC108180207"
"1dpa_vs_0dpa","ENSDARG00000114169",NA
"1dpa_vs_0dpa","ENSDARG00000114180","LOC100329290"
"1dpa_vs_0dpa","ENSDARG00000114192",NA
"1dpa_vs_0dpa","ENSDARG00000114194","LOC100005356"
"1dpa_vs_0dpa","ENSDARG00000114229",NA
"1dpa_vs_0dpa","ENSDARG00000114334","zgc:173552"
"1dpa_vs_0dpa","ENSDARG00000114370","si:ch73-36p18.2"
"1dpa_vs_0dpa","ENSDARG00000114385","LOC569153"
"1dpa_vs_0dpa","ENSDARG00000114393",NA
"1dpa_vs_0dpa","ENSDARG00000114451",NA
"1dpa_vs_0dpa","ENSDARG00000114473",NA
"1dpa_vs_0dpa","ENSDARG00000114516",NA
"1dpa_vs_0dpa","ENSDARG00000114534","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000114549","fis1"
"1dpa_vs_0dpa","ENSDARG00000114601",NA
"1dpa_vs_0dpa","ENSDARG00000114670","ube2c"
"1dpa_vs_0dpa","ENSDARG00000114895","si:ch211-113a14.22"
"1dpa_vs_0dpa","ENSDARG00000114910",NA
"1dpa_vs_0dpa","ENSDARG00000115054","si:ch211-113a14.17"
"1dpa_vs_0dpa","ENSDARG00000115222","marf1"
"1dpa_vs_0dpa","ENSDARG00000115271","zgc:171772"
"1dpa_vs_0dpa","ENSDARG00000115383","gnb4b"
"1dpa_vs_0dpa","ENSDARG00000115543",NA
"1dpa_vs_0dpa","ENSDARG00000115557","cox7b"
"1dpa_vs_0dpa","ENSDARG00000115613","LOC100331497"
"1dpa_vs_0dpa","ENSDARG00000115633","si:dkey-83f18.3"
"1dpa_vs_0dpa","ENSDARG00000115644","zgc:113984"
"1dpa_vs_0dpa","ENSDARG00000115646",NA
"1dpa_vs_0dpa","ENSDARG00000115717","pigbos1"
"1dpa_vs_0dpa","ENSDARG00000115799","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000115819",NA
"1dpa_vs_0dpa","ENSDARG00000115875","LOC100148591"
"1dpa_vs_0dpa","ENSDARG00000115956",NA
"1dpa_vs_0dpa","ENSDARG00000116076",NA
"1dpa_vs_0dpa","ENSDARG00000116179",NA
"1dpa_vs_0dpa","ENSDARG00000116187","LOC100005129"
"1dpa_vs_0dpa","ENSDARG00000116302",NA
"1dpa_vs_0dpa","ENSDARG00000116430","si:dkey-201i2.2"
"1dpa_vs_0dpa","ENSDARG00000116433",NA
"1dpa_vs_0dpa","ENSDARG00000116445",NA
"1dpa_vs_0dpa","ENSDARG00000116524","mhc2dhb"
"1dpa_vs_0dpa","ENSDARG00000116617","spaca4l"
"1dpa_vs_0dpa","ENSDARG00000116654","si:dkey-261m9.6"
"1dpa_vs_0dpa","ENSDARG00000116751",NA
"1dpa_vs_0dpa","ENSDARG00000116781","LOC794549"
"1dpa_vs_0dpa","ENSDARG00000116835","park7"
"1dpa_vs_0dpa","ENSDARG00000116843",NA
"1dpa_vs_0dpa","ENSDARG00000116871","prr36b"
"1dpa_vs_0dpa","ENSDARG00000116937","clmp"
"1dpa_vs_0dpa","ENSDARG00000116986","ugt2b5"
"1dpa_vs_0dpa","ENSDARG00000117107","LOC101886910"
"1dpa_vs_0dpa","ENSDARG00000117174",NA
"4dpa_vs_1dpa","ENSDARG00000000189","sema6cb"
"4dpa_vs_1dpa","ENSDARG00000000212","krt97"
"4dpa_vs_1dpa","ENSDARG00000001442","inppl1b"
"4dpa_vs_1dpa","ENSDARG00000001452","adam8a"
"4dpa_vs_1dpa","ENSDARG00000001676","gpm6bb"
"4dpa_vs_1dpa","ENSDARG00000001804","zgc:112148"
"4dpa_vs_1dpa","ENSDARG00000001940","dnajc1"
"4dpa_vs_1dpa","ENSDARG00000001975","hsd11b2"
"4dpa_vs_1dpa","ENSDARG00000001999","adamts18"
"4dpa_vs_1dpa","ENSDARG00000002002","lmcd1"
"4dpa_vs_1dpa","ENSDARG00000002031","tox4a"
"4dpa_vs_1dpa","ENSDARG00000002235","mmp14a"
"4dpa_vs_1dpa","ENSDARG00000002240","psmb6"
"4dpa_vs_1dpa","ENSDARG00000002298","ankrd22"
"4dpa_vs_1dpa","ENSDARG00000002401","gale"
"4dpa_vs_1dpa","ENSDARG00000002507","itga10"
"4dpa_vs_1dpa","ENSDARG00000002552","mapkapk2a"
"4dpa_vs_1dpa","ENSDARG00000002587","dpysl3"
"4dpa_vs_1dpa","ENSDARG00000002613","rpa3"
"4dpa_vs_1dpa","ENSDARG00000002720","utp15"
"4dpa_vs_1dpa","ENSDARG00000002732","spon2b"
"4dpa_vs_1dpa","ENSDARG00000002847","fndc1"
"4dpa_vs_1dpa","ENSDARG00000002967","pdap1b"
"4dpa_vs_1dpa","ENSDARG00000003058","cep43"
"4dpa_vs_1dpa","ENSDARG00000003216","anxa2a"
"4dpa_vs_1dpa","ENSDARG00000003259","loxa"
"4dpa_vs_1dpa","ENSDARG00000003287","wdr12"
"4dpa_vs_1dpa","ENSDARG00000003495","madd"
"4dpa_vs_1dpa","ENSDARG00000003517","impa1"
"4dpa_vs_1dpa","ENSDARG00000003526","psma5"
"4dpa_vs_1dpa","ENSDARG00000003592","surf1"
"4dpa_vs_1dpa","ENSDARG00000003680","runx1t1"
"4dpa_vs_1dpa","ENSDARG00000003920","setb"
"4dpa_vs_1dpa","ENSDARG00000003941","rrs1"
"4dpa_vs_1dpa","ENSDARG00000004171","rabac1"
"4dpa_vs_1dpa","ENSDARG00000004227","pde3a"
"4dpa_vs_1dpa","ENSDARG00000004270","atl3"
"4dpa_vs_1dpa","ENSDARG00000004402","elovl6"
"4dpa_vs_1dpa","ENSDARG00000004427","dpy30"
"4dpa_vs_1dpa","ENSDARG00000004627","panx3"
"4dpa_vs_1dpa","ENSDARG00000004714","tcf12"
"4dpa_vs_1dpa","ENSDARG00000004748","zgc:100868"
"4dpa_vs_1dpa","ENSDARG00000004877","rock2b"
"4dpa_vs_1dpa","ENSDARG00000004932","anos1b"
"4dpa_vs_1dpa","ENSDARG00000005104","limk2"
"4dpa_vs_1dpa","ENSDARG00000005394","dnmt3aa"
"4dpa_vs_1dpa","ENSDARG00000005423","pgam1a"
"4dpa_vs_1dpa","ENSDARG00000005645","robo3"
"4dpa_vs_1dpa","ENSDARG00000005670","ttbk2a"
"4dpa_vs_1dpa","ENSDARG00000005762","col14a1a"
"4dpa_vs_1dpa","ENSDARG00000005772","tsr2"
"4dpa_vs_1dpa","ENSDARG00000005926","ak2"
"4dpa_vs_1dpa","ENSDARG00000006128","cep170aa"
"4dpa_vs_1dpa","ENSDARG00000006219","gnl3"
"4dpa_vs_1dpa","ENSDARG00000006290","ndufs5"
"4dpa_vs_1dpa","ENSDARG00000006300","psmd9"
"4dpa_vs_1dpa","ENSDARG00000006408","hmgb3b"
"4dpa_vs_1dpa","ENSDARG00000006413","rpl38"
"4dpa_vs_1dpa","ENSDARG00000006526","fn1b"
"4dpa_vs_1dpa","ENSDARG00000006901","aebp1b"
"4dpa_vs_1dpa","ENSDARG00000006921","lrp5"
"4dpa_vs_1dpa","ENSDARG00000007065","mrps18b"
"4dpa_vs_1dpa","ENSDARG00000007130","mrto4"
"4dpa_vs_1dpa","ENSDARG00000007172","plxna3"
"4dpa_vs_1dpa","ENSDARG00000007257","rab5ab"
"4dpa_vs_1dpa","ENSDARG00000007494","st3gal8"
"4dpa_vs_1dpa","ENSDARG00000007534","itln1"
"4dpa_vs_1dpa","ENSDARG00000007678","ttyh3b"
"4dpa_vs_1dpa","ENSDARG00000007743","il15l"
"4dpa_vs_1dpa","ENSDARG00000008127","pcdh15b"
"4dpa_vs_1dpa","ENSDARG00000008275",NA
"4dpa_vs_1dpa","ENSDARG00000008372","spred2b"
"4dpa_vs_1dpa","ENSDARG00000008383","arpc1a"
"4dpa_vs_1dpa","ENSDARG00000008388","mmp14b"
"4dpa_vs_1dpa","ENSDARG00000008403","phospho1"
